code,name,country,municipality
CYKC,Collins Bay Airport,CA,Collins Bay
CYKD,Aklavik/Freddie Carmichael Airport,CA,Aklavik
CYKF,Region of Waterloo International Airport,CA,Breslau
CYKG,Kangiqsujuaq (Wakeham Bay) Airport,CA,Kangiqsujuaq
CYKJ,Key Lake Airport,CA,Key Lake
CYKL,Schefferville Airport,CA,Schefferville
CYKM,Kincardine Municipal Airport,CA,Kincardine
CYKO,Akulivik Airport,CA,Akulivik
CYKP,Ogoki Post Airport,CA,Ogoki Post
CYKQ,Waskaganish Airport,CA,Waskaganish
CYKS,Knutsford Airfield,CA,Kamloops
CYKT,Tranquille Valley Airfield,CA,Tranquille
CYKX,Kirkland Lake Airport,CA,Kirkland Lake
CYKY,Kindersley Airport,CA,Kindersley
CYLA,Aupaluk Airport,CA,Aupaluk
CYLB,Lac La Biche Airport,CA,Lac La Biche
CYLC,Kimmirut Airport,CA,Kimmirut
CYLD,Chapleau Airport,CA,Chapleau
CYLH,Lansdowne House Airport,CA,Lansdowne House
CYLI,Lillooet Airport,CA,Lillooet
CYLJ,Meadow Lake Airport,CA,Meadow Lake
CYLK,Lutselk'e Airport,CA,Lutselk'e
CYLL,Lloydminster Airport,CA,Lloydminster
CYLQ,La Tuque Airport,CA,La Tuque
CYLR,Leaf Rapids Airport,CA,Leaf Rapids
CYLS,Barrie-Lake Simcoe Regional Airport,CA,Barrie
CYLT,Alert Airport,CA,Alert
CYLU,Kangiqsualujjuaq (Georges River) Airport,CA,Kangiqsualujjuaq
CYLW,Kelowna International Airport,CA,Kelowna
CYMA,Mayo Airport,CA,Mayo
CYME,Matane Airport,CA,Matane
CYMG,Manitouwadge Airport,CA,Manitouwadge
CYMH,Mary's Harbour Airport,CA,Mary's Harbour
CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,Moose Jaw
CYML,Charlevoix Airport,CA,Charlevoix
CYMM,Fort McMurray International Airport,CA,Fort McMurray
CYMO,Moosonee Airport,CA,Moosonee
CYMT,Chapais Airport,CA,Chibougamau
CYMU,Umiujaq Airport,CA,Umiujaq
CYMW,Maniwaki Airport,CA,Messines
CYMX,Montreal Mirabel International Airport,CA,Montréal
CYNA,Natashquan Airport,CA,Natashquan
CYNC,Wemindji Airport,CA,Wemindji
CYND,Ottawa / Gatineau Airport,CA,Gatineau
CYNE,Norway House Airport,CA,Norway House
CYNH,Hudson's Hope Airport,CA,Hudson's Hope
CYNJ,Langley Airport,CA,Langley
CYNL,Points North Landing Airport,CA,Points North Landing
CYNM,Matagami Airport,CA,Matagami
CYNN,Nejanilini Lake Airport,CA,Nejanilini Lake
CYNR,Fort Mackay / Horizon Airport,CA,Fort Mackay
CYOA,Ekati Airport,CA,Ekati
CYOC,Old Crow Airport,CA,Old Crow
CYOD,CFB Cold Lake,CA,Cold Lake
CYOH,Oxford House Airport,CA,Oxford House
CYOJ,High Level Airport,CA,High Level
CYOO,Oshawa Executive Airport,CA,Oshawa
CYOP,Rainbow Lake Airport,CA,Rainbow Lake
CYOS,Owen Sound / Billy Bishop Regional Airport,CA,Owen Sound
CYOW,Ottawa Macdonald-Cartier International Airport,CA,Ottawa
CYOY,C J.H.L.(Joe) Lecomte) Heliport,CA,Valcartier
CYPA,Prince Albert Glass Field,CA,Prince Albert
CYPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA,Paulatuk
CYPD,Port Hawkesbury Airport,CA,Port Hawkesbury
CYPE,Peace River Airport,CA,Peace River
CYPG,Portage-la-Prairie / Southport Airport,CA,Portage la Prairie
CYPH,Inukjuak Airport,CA,Inukjuak
CYPK,Pitt Meadows Regional Airport,CA,Pitt Meadows
CYPL,Pickle Lake Airport,CA,Pickle Lake
CYPM,Pikangikum Airport,CA,Pikangikum
CYPN,Port-Menier Airport,CA,Port-Menier
CYPO,Peawanuck Airport,CA,Peawanuck
CYPP,Parent Airport,CA,Parent
CYPQ,Peterborough Regional Airport,CA,Peterborough
CYPR,Prince Rupert Airport,CA,Prince Rupert
CYPS,Pemberton Regional Airport,CA,Pemberton
CYPT,Pelee Island Airport,CA,Pelee Island
CYPU,Puntzi Mountain Airport,CA,Puntzi Mountain
CYPW,Powell River Airport,CA,Powell River
CYPX,Puvirnituq Airport,CA,Puvirnituq
CYPY,Fort Chipewyan Airport,CA,Fort Chipewyan
CYPZ,Burns Lake Airport,CA,Burns Lake
CYQA,Muskoka Airport,CA,Gravenhurst
CYQB,Quebec Jean Lesage International Airport,CA,Quebec
CYQD,The Pas Airport,CA,The Pas
CYQF,Red Deer Regional Airport,CA,Springbrook
CYQG,Windsor International Airport,CA,Windsor
CYQH,Watson Lake Airport,CA,Watson Lake
CYQI,Yarmouth Airport,CA,Yarmouth
CYQK,Kenora Airport,CA,Kenora
CYQL,Lethbridge County Airport,CA,Lethbridge
CYQM,Greater Moncton Roméo LeBlanc International Airport,CA,Moncton
CYQN,Nakina Airport,CA,Nakina
CYQQ,Comox Valley International Airport / CFB Comox,CA,Comox
CYQR,Regina International Airport,CA,Regina
CYQS,St Thomas Municipal Airport,CA,St Thomas
CYQT,Thunder Bay International Airport,CA,Thunder Bay
CYQU,Grande Prairie Airport,CA,Grande Prairie
CYQV,Yorkton Municipal Airport,CA,Yorkton
CYQW,North Battleford Airport,CA,North Battleford
CYQX,Gander International Airport,CA,Gander
CYQY,Sydney / J.A. Douglas McCurdy Airport,CA,Sydney
CYQZ,Quesnel Airport,CA,Quesnel
CYRA,Rae Lakes Airport,CA,Gamètì
CYRB,Resolute Bay Airport,CA,Resolute Bay
CYRC,Chicoutimi/Saint-Honoré Aerodrome,CA,Saint-Honoré
CYRI,Rivière-du-Loup Airport,CA,Rivière-du-Loup
CYRJ,Roberval Airport,CA,Roberval
CYRL,Red Lake Airport,CA,Red Lake
CYRM,Rocky Mountain House Airport,CA,Rocky Mountain House
CYRO,Ottawa / Rockcliffe Airport,CA,Ottawa
CYRP,Ottawa / Carp Airport,CA,Ottawa
CYRQ,Trois-Rivières Airport,CA,Trois-Rivières
CYRS,Red Sucker Lake Airport,CA,Red Sucker Lake
CYRT,Rankin Inlet Airport,CA,Rankin Inlet
CYRV,Revelstoke Airport,CA,Revelstoke
CYSA,Stratford Municipal Airport,CA,Stratford
CYSB,Sudbury Airport,CA,Sudbury
CYSC,Sherbrooke Airport,CA,Sherbrooke
CYSD,Canadian Forces Base Suffield Heliport,CA,Ralston
CYSE,Squamish Airport,CA,Squamish
CYSF,Stony Rapids Airport,CA,Stony Rapids
CYSG,Saint-Georges Airport,CA,Saint-Georges
CYSH,Smiths Falls-Montague (Russ Beach) Airport,CA,Smiths Falls
CYSJ,Saint John Airport,CA,Saint John
CYSK,Sanikiluaq Airport,CA,Sanikiluaq
CYSL,Saint-Léonard Airport,CA,Saint-Léonard
CYSM,Fort Smith Airport,CA,Fort Smith
CYSN,Niagara District Airport,CA,Niagara-on-the-Lake
CYSP,Marathon Airport,CA,Marathon
CYSQ,Atlin Airport,CA,Atlin
CYST,St. Theresa Point Airport,CA,St. Theresa Point
CYSU,Summerside Airport,CA,Slemon Park
CYSV,Saglek Airport,CA,Saglek
CYSW,Sparwood Elk Valley Airport,CA,Sparwood
CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA,Sachs Harbour
CYSZ,Sainte-Anne-des-Monts Aerodrome,CA,Sainte-Anne-des-Monts
CYTA,Pembroke Airport,CA,Pembroke
CYTB,Tillsonburg Airport,CA,Tillsonburg
CYTE,Cape Dorset Airport,CA,Kinngait
CYTF,Alma Airport,CA,Alma
CYTH,Thompson Airport,CA,Thompson
CYTL,Big Trout Lake Airport,CA,Big Trout Lake
CYTN,Trenton Airport,CA,Trenton
CYTQ,Tasiujaq Airport,CA,Tasiujaq
CYTR,CFB Trenton,CA,Trenton
CYTS,Timmins/Victor M. Power,CA,Timmins
CYTZ,Billy Bishop Toronto City Airport,CA,Toronto
CYUB,Tuktoyaktuk / James Gruben Airport,CA,Tuktoyaktuk
CYUL,Montreal / Pierre Elliott Trudeau International Airport,CA,Montréal
CYUT,Naujaat Airport,CA,Repulse Bay
CYUX,Hall Beach Airport,CA,Sanirajak
CYUY,Rouyn Noranda Airport,CA,Rouyn-Noranda
CYVB,Bonaventure Airport,CA,Bonaventure
CYVC,La Ronge Airport,CA,La Ronge
CYVD,Virden / RJ (Bob) Andrew Field Regional Aerodrome,CA,Virden
CYVG,Vermilion Airport,CA,Vermilion
CYVK,Vernon Regional Airport,CA,Vernon
CYVL,Tommy Kochon Airport,CA,Colville Lake
CYVM,Qikiqtarjuaq Airport,CA,Qikiqtarjuaq
CYVO,Val-d'Or Airport,CA,Val-d'Or
CYVP,Kuujjuaq Airport,CA,Kuujjuaq
CYVQ,Norman Wells Airport,CA,Norman Wells
CYVR,Vancouver International Airport,CA,Vancouver
CYVT,Buffalo Narrows Airport,CA,Buffalo Narrows
CYVV,Wiarton Airport,CA,Wiarton
CYVZ,Deer Lake Airport,CA,Deer Lake
CYWA,Petawawa Heliport,CA,Petawawa
CYWE,Wekweètì Airport,CA,Wekweètì
CYWG,Winnipeg / James Armstrong Richardson International Airport,CA,Winnipeg
CYWH,Victoria Harbour Seaplane Base,CA,Victoria
CYWJ,Déline Airport,CA,Déline
CYWK,Wabush Airport,CA,Wabush
CYWL,Williams Lake Airport,CA,Williams Lake
CYWM,Athabasca Airport,CA,Athabasca
CYWN,CFB Wainwright Field 21 Airport,CA,Wainwright
CYWP,Webequie Airport,CA,Webequie
CYWV,Wainwright Airport,CA,Wainwright
CYWY,Wrigley Airport,CA,Wrigley
CYXC,Cranbrook/Canadian Rockies International Airport,CA,Cranbrook
CYXE,Saskatoon John G. Diefenbaker International Airport,CA,Saskatoon
CYXH,Medicine Hat Regional Airport,CA,Medicine Hat
CYXJ,Fort St John / North Peace Regional Airport,CA,Fort Saint John
CYXK,Rimouski Airport,CA,Rimouski
CYXL,Sioux Lookout Airport,CA,Sioux Lookout
CYXN,Whale Cove Airport,CA,Whale Cove
CYXP,Pangnirtung Airport,CA,Pangnirtung
CYXQ,Beaver Creek Airport,CA,Beaver Creek
CYXR,Earlton (Timiskaming Regional) Airport,CA,Earlton
CYXS,Prince George (International) Airport,CA,Prince George
CYXT,Northwest Regional Airport Terrace-Kitimat,CA,Terrace
CYXU,London International Airport,CA,London
CYXX,Abbotsford International Airport,CA,Abbotsford
CYXY,Whitehorse / Erik Nielsen International Airport,CA,Whitehorse
CYXZ,Wawa Airport,CA,Wawa
CYYB,North Bay Jack Garland Airport,CA,North Bay
CYYC,Calgary International Airport,CA,Calgary
CYYD,Smithers Airport,CA,Smithers
CYYE,Fort Nelson Airport,CA,Fort Nelson
CYYF,Penticton Airport,CA,Penticton
CYYG,Charlottetown Airport,CA,Charlottetown
CYYH,Taloyoak Airport,CA,Taloyoak
CYYJ,Victoria International Airport,CA,Victoria
CYYL,Lynn Lake Airport,CA,Lynn Lake
CYYM,Cowley Airport,CA,Cowley
CYYN,Swift Current Airport,CA,Swift Current
CYYO,Wynyard / W.B. Needham Field,CA,Wynyard
CYYQ,Churchill Airport,CA,Churchill
CYYR,Goose Bay Airport,CA,Goose Bay
CYYT,St. John's International Airport,CA,St. John's
CYYU,Kapuskasing Airport,CA,Kapuskasing
CYYW,Armstrong Airport,CA,Armstrong
CYYY,Mont Joli Airport,CA,Mont-Joli
CYYZ,Toronto Pearson International Airport,CA,Toronto
CYZE,Gore Bay Manitoulin Airport,CA,Gore Bay
CYZF,Yellowknife International Airport,CA,Yellowknife
CYZG,Salluit Airport,CA,Salluit
CYZH,Slave Lake Airport,CA,Slave Lake
CYZP,Sandspit Airport,CA,Sandspit
CYZR,Chris Hadfield Airport,CA,Sarnia
CYZS,Coral Harbour Airport,CA,Coral Harbour
CYZT,Port Hardy Airport,CA,Port Hardy
CYZU,Whitecourt Airport,CA,Whitecourt
CYZV,Sept-Îles Airport,CA,Sept-Îles
CYZW,Teslin Airport,CA,Teslin
CYZX,CFB Greenwood,CA,Greenwood
CYZY,Mackenzie Airport,CA,Mackenzie
CZAC,York Landing Airport,CA,York Landing
CZAM,Shuswap Regional Airport,CA,Salmon Arm
CZBA,Burlington Executive Airpark,CA,Burlington
CZBB,Boundary Bay Airport,CA,Delta
CZBD,Ilford Airport,CA,Ilford
CZBF,Bathurst Airport,CA,South Tetagouche
CZBM,Bromont (Roland Désourdy) Airport,CA,Bromont
CZEE,Kelsey Airport,CA,Kelsey
CZEM,Eastmain River Airport,CA,Eastmain River
CZFA,Faro Airport,CA,Faro
CZFD,Fond-du-Lac Airport,CA,Fond-du-Lac
CZFG,Pukatawagan Airport,CA,Pukatawagan
CZFM,Fort Mcpherson Airport,CA,Fort Mcpherson
CZFN,Tulita Airport,CA,Tulita
CZGF,Grand Forks Airport,CA,Grand Forks
CZGI,Gods River Airport,CA,Gods River
CZGR,Little Grand Rapids Airport,CA,Little Grand Rapids
CZHP,High Prairie Airport,CA,High Prairie
CZJG,Jenpeg Airport,CA,Jenpeg
CZJN,Swan River Airport,CA,Swan River
CZKE,Kashechewan Airport,CA,Kashechewan
CZLQ,Thicket Portage Airport,CA,Thicket Portage
CZMD,Muskrat Dam Airport,CA,Muskrat Dam
CZML,South Cariboo Region / 108 Mile Airport,CA,108 Mile
CZMN,Pikwitonei Airport,CA,Pikwitonei
CZMT,Masset Airport,CA,Masset
CZNG,Poplar River Airport,CA,Poplar River
CZNL,Nelson Airport,CA,Nelson
CZPB,Sachigo Lake Airport,CA,Sachigo Lake
CZPC,Pincher Creek Airport,CA,Pincher Creek
CZPO,Pinehouse Lake Airport,CA,Pinehouse Lake
CZRJ,Round Lake (Weagamow Lake) Airport,CA,Round Lake
CZSJ,Sandy Lake Airport,CA,Sandy Lake
CZSN,South Indian Lake Airport,CA,South Indian Lake
CZST,Stewart Airport,CA,Stewart
CZSW,Prince Rupert/Seal Cove Seaplane Base,CA,Prince Rupert
CZTA,Bloodvein River Airport,CA,Bloodvein River
CZTM,Shamattawa Airport,CA,Shamattawa
CZUC,Ignace Municipal Airport,CA,Ignace
CZUM,Churchill Falls Airport,CA,Churchill Falls
CZVL,Edmonton / Villeneuve Airport,CA,Edmonton
CZWH,Lac Brochet Airport,CA,Lac Brochet
CZWL,Wollaston Lake Airport,CA,Wollaston Lake
DAAB,Blida Airport,DZ,Blida
DAAD,Bou Saada Airport,DZ,Ouled Sidi Brahim
DAAE,Soummam–Abane Ramdane Airport,DZ,Béjaïa
DAAG,Houari Boumediene Airport,DZ,Algiers
DAAJ,Tiska Djanet Airport,DZ,Djanet
DAAK,Boufarik Air Base,DZ,Boufarik
DAAM,Telerghma Airport,DZ,Telerghma
DAAN,Reggane Air Base,DZ,Reggane
DAAP,Illizi Takhamalt Airport,DZ,Illizi
DAAQ,Ain Oussera Airport,DZ,Ain Oussera
DAAS,Ain Arnat Airport,DZ,Sétif
DAAT,Aguenar – Hadj Bey Akhamok Airport,DZ,Tamanrasset
DAAV,Jijel Ferhat Abbas Airport,DZ,Tahir
DAAW,Bordj Omar Driss Airport,DZ,Bordj Omar Driss
DAAX,Chéraga Airport,DZ,Chéraga
DAAY,Mecheria Airport,DZ,Mecheria
DAAZ,Relizane Airport,DZ,Relizane
DABB,Annaba Rabah Bitat Airport,DZ,Annaba
DABC,Mohamed Boudiaf International Airport,DZ,Constantine
DABS,Cheikh Larbi Tébessi Airport,DZ,Tébessi
DABT,Batna Mostefa Ben Boulaid Airport,DZ,Batna
DAEF,Tin Fouye Tabankort Airport,DZ,Bordj Omar Driss
DAEN,Rhoud Nouss Airport,DZ,Rhoude Nouss
DAFH,Hassi R'Mel Airport,DZ,Hassi R'Mel
DAFI,Tsletsi Airport,DZ,Djelfa
DAOB,Abdelhafid Boussouf Bou Chekif Airport,DZ,Tiaret
DAOC,Béchar Ouakda Aerodrome,DZ,Béchar
DAOE,Bousfer Air Base,DZ,Bousfer
DAOF,Tindouf Airport,DZ,Tindouf
DAOH,Chenachene Airport,DZ,Chenachen
DAOI,Chlef Aboubakr Belkaid International Airport,DZ,Chlef
DAOL,Oran Tafraoui Airport,DZ,Tafraoui
DAOM,Hamaguir Airport,DZ,Hamaguir
DAON,Zenata – Messali El Hadj Airport,DZ,Zenata
DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,DZ,Es-Sénia
DAOR,Béchar Boudghene Ben Ali Lotfi Airport,DZ,Béchar
DAOS,Sidi Bel Abbes Airport,DZ,Sidi Bel Abbès
DAOV,Ghriss Airport,DZ,Ghriss
DAOY,El Bayadh Airport,DZ,El Bayadh
DATG,In Guezzam Airport,DZ,In Guezzam
DATM,Bordj Badji Mokhtar Airport,DZ,Bordj Badji Mokhtar
DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,DZ,Adrar
DAUB,Biskra - Mohamed Khider Airport,DZ,Biskra
DAUE,El Golea Airport,DZ,El Menia
DAUG,Noumérat - Moufdi Zakaria Airport,DZ,El Atteuf
DAUH,Hassi Messaoud-Oued Irara Krim Belkacem Airport,DZ,Hassi Messaoud
DAUI,In Salah Airport,DZ,In Salah
DAUK,Touggourt Sidi Madhi Airport,DZ,Touggourt
DAUL,Laghouat - Molay Ahmed Medeghri Airport,DZ,Laghouat
DAUO,Guemar Airport - مطار قمار بالوادي,DZ,Guemar
DAUT,Timimoun Airport,DZ,Timimoun
DAUU,Ain Beida Airport,DZ,Ouargla
DAUZ,Zarzaitine - In Aménas Airport,DZ,In Aménas
DBBB,Cotonou Cadjehoun International Airport,BJ,Cotonou
DBBC,Bohicon/Cana Airport,BJ,Bohicon
DBBD,Djougou Airport,BJ,Djougou
DBBK,Kandi Airport,BJ,Kandi
DBBN,Natitingou Airport,BJ,Natitingou
DBBO,Porga Airport,BJ,Porga
DBBP,Parakou Airport,BJ,Parakou
DBBR,Bembereke Airport,BJ,Bembereke
DBBS,Savé Airport,BJ,Savé
DFCA,Kaya Airport,BF,Kaya
DFCB,Barsalogho Airport,BF,Barsalogho
DFCC,Ouahigouya Airport,BF,Ouahigouya
DFCD,Didyr Airport,BF,Didyr
DFCG,Kongoussi Airport,BF,Kongoussi
DFCJ,Djibo Airport,BF,Djibo
DFCK,Koudougou Airport,BF,Koudougou
DFCL,Leo Airport,BF,Leo
DFCP,Po Airport,BF,Po
DFCR,Poura Airport,BF,Poura
DFCS,Seguenega Airport,BF,Seguenega
DFEA,Boulsa Airport,BF,Boulsa
DFEB,Bogande Airport,BF,Bogande
DFED,Diapaga Airport,BF,Diapaga
DFEE,Dori Airport,BF,Dori
DFEF,Fada N'gourma Airport,BF,Fada N'gourma
DFEG,Gorom-Gorom Airport,BF,Gorom-Gorom
DFEL,Kantchari Airport,BF,Kantchari
DFEM,Tambao Airport,BF,Tambao
DFEP,Pama Airport,BF,Pama
DFER,Arly Airport,BF,Arly
DFES,Sebba Airport,BF,Sebba
DFET,Tenkodogo Airport,BF,Tenkodogo
DFEZ,Zabré Airport,BF,Zabré
DFFD,Ouagadougou Thomas Sankara International Airport,BF,Ouagadougou
DFOA,Dano Airport,BF,Dano
DFOB,Banfora Airport,BF,Banfora
DFOD,Dedougou Airport,BF,Dedougou
DFOG,Gaoua Airport,BF,Gaoua
DFOH,Houndé Airport,BF,Houndé
DFON,Nouna Airport,BF,Nouna
DFOO,Bobo Dioulasso Airport,BF,Bobo Dioulasso
DFOR,Orodara Airport,BF,Orodara
DFOT,Tougan Airport,BF,Tougan
DFOU,Diebougou Airport,BF,Diebougou
DFOY,Aribinda Airport,BF,Aribinda
DGAA,Kotoka International Airport,GH,Accra
DGAH,Ho Airport,GH,Ho
DGLE,Yakubu Tali International Airport,GH,Tamale
DGLN,Navrongo Airport,GH,Navrongo
DGLW,Wa Airport,GH,Wa
DGLY,Yendi Airport,GH,Yendi
DGSI,Prempeh I International Airport,GH,Kumasi
DGSN,Sunyani Airport,GH,Sunyani
DGTK,Takoradi Airport,GH,Sekondi-Takoradi
DIAO,Aboisso Airport,CI,Aboisso
DIAP,Félix-Houphouët-Boigny International Airport,CI,Abidjan
DIAU,Abengourou Airport,CI,Abengourou
DIBC,Bocanda Airport,CI,Bocanda
DIBI,Boundiali Airport,CI,Boundiali
DIBK,Bouaké Airport,CI,Bouaké
DIBN,Bouna Airport,CI,Bouna
DIBU,Soko Airport,CI,Bondoukou
DIDB,Dabou Airport,CI,Dabou
DIDK,Dimbokro Airport,CI,Dimbokro
DIDL,Daloa Airport,CI,
DIGA,Gagnoa Airport,CI,Gagnoa
DIGL,Guiglo Airport,CI,Guiglo
DIGN,Nero-Mer Airport,CI,Grand-Béréby
DIKO,Korhogo Airport,CI,Korhogo
DIMN,Man Airport,CI,
DIOD,Odienne Airport,CI,Odienne
DIOF,Ouango Fitini Airport,CI,Ouango Fitini
DISG,Séguéla Airport,CI,Séguéla
DISP,San Pedro Airport,CI,
DISS,Sassandra Airport,CI,Sassandra
DITB,Tabou Airport,CI,Tabou
DITM,Mahana Airport,CI,Touba
DIYO,Yamoussoukro International Airport,CI,Yamoussoukro
DMDM,Muhammadu Buhari International Cargo Airport,NG,Kanguwol
DNAA,Nnamdi Azikiwe International Airport,NG,Abuja
DNAI,Akwa Ibom International Airport,NG,Uyo
DNAK,Akure Airport,NG,Akure
DNAN,Chinua Achebe International Airport,NG,Umuleri
DNAS,Asaba International Airport,NG,Asaba
DNBA,Bauchi Airport,NG,Bauchi
DNBB,Bebi Airport,NG,Bayaluga
DNBC,Sir Abubakar Tafawa Balewa Bauchi State International Airport,NG,Bauchi
DNBE,Benin Airport,NG,Benin
DNBI,Bida Airport,NG,Bida
DNBK,Sir Ahmadu Bello International Airport,NG,Birinin Kebbi
DNBY,Bayelsa International Airport,NG,Yenagoa
DNCA,Margaret Ekpo International Airport,NG,Calabar
DNDS,Dutse International Airport,NG,Dutse
DNEK,Eket Airport,NG,Eket
DNEN,Akanu Ibiam International Airport,NG,Enegu
DNES,Escravos Airport,NG,Escravos
DNFB,Finima Bonny Airport,NG,Finima
DNFD,Forçados Terminal Airport,NG,Forçados
DNGO,Gombe Lawanti International Airport,NG,Gombe
DNGU,Gusau Airport,NG,Gusau
DNIB,Ibadan Airport,NG,Ibadan
DNIL,General Tunde Idiagbon International Airport,NG,Ilorin/Ogbomosho
DNIM,Sam Mbakwe International Cargo Airport,NG,Owerri
DNJA,Jalingo Airport,NG,Jalingo
DNJO,Yakubu Gowon Airport,NG,Jos
DNKA,Kaduna International Airport,NG,Kaduna
DNKN,Mallam Aminu Kano International Airport,NG,Kano
DNKT,Umaru Musa Yar'adua Airport,NG,Katsina
DNMA,Maiduguri International Airport,NG,Maiduguri
DNMK,Makurdi Airport,NG,Makurdi
DNMM,Murtala Muhammed International Airport,NG,Lagos
DNMN,Minna Airport,NG,Minna
DNPM,Port Harcourt City Airport / Port Harcourt Air Force Base,NG,Port Harcourt
DNPO,Port Harcourt International Airport,NG,Port Harcourt
DNSO,Sadiq Abubakar III International Airport,NG,Sokoto
DNSU,Warri Airport,NG,Okpe
DNYO,Yola Airport,NG,Yola
DNZA,Zaria Airport,NG,Zaria
DRRA,Tessaoua Airport,NE,Tessaoua
DRRC,Dogondoutchi Airport,NE,Dogondoutchi
DRRD,Dosso Airport,NE,Dosso
DRRE,Tera Airport,NE,Tera
DRRG,Gaya Airport,NE,Gaya
DRRL,Tillabéri Airport,NE,Tillabéri
DRRM,Maradi Airport,NE,Maradi
DRRN,Diori Hamani International Airport,NE,Niamey
DRRP,La Tapoa Airport,NE,La Tapoa
DRRT,Tahoua Airport,NE,Tahoua
DRRU,Ouallam Airport,NE,Ouallam
DRZA,Mano Dayak International Airport,NE,Agadez
DRZD,Dirkou Airport,NE,Dirkou
DRZF,Diffa Airport,NE,Diffa
DRZG,Goure Airport,NE,Goure
DRZI,Iferouane Airport,NE,Iferouane
DRZL,Arlit Airport,NE,Arlit
DRZM,Maine-Soroa Airport,NE,Maine-Soroa
DRZR,Zinder Airport,NE,Zinder
DTKA,Tabarka-Aïn Draham International Airport,TN,Tabarka
DTMB,Monastir Habib Bourguiba International Airport,TN,Monastir
DTNH,Enfidha - Hammamet International Airport,TN,Enfidha
DTTA,Tunis Carthage International Airport,TN,Tunis
DTTB,Bizerte Sidi Ahmed Air Base,TN,Borj Challouf
DTTD,Remada Air Base,TN,Remada
DTTF,Gafsa Ksar International Airport,TN,Gafsa
DTTG,Gabès Matmata International Airport,TN,Gabès
DTTI,Borj El Amri Airport,TN,Burj al Hafsiyah
DTTJ,Djerba Zarzis International Airport,TN,Mellita
DTTR,El Borma Airport,TN,El Borma
DTTX,Sfax Thyna International Airport,TN,Sfax
DTTZ,Tozeur Nefta International Airport,TN,Tozeur
DXAK,Akpaka Airport,TG,Atakpamé
DXDP,Djangou Airport,TG,Dapaong
DXKP,Kolokope Airport,TG,Anié
DXMG,Sansanné-Mango Airport,TG,Mango
DXNG,Niamtougou International Airport,TG,Niamtougou
DXSK,Sokodé Airport,TG,Sokodé
DXXX,Lomé–Tokoin International Airport,TG,Lomé
EBAL,Aalst Hospital Helistop,BE,Aalst
EBAM,Amougies Airfield,BE,Mont-de-l'Enclus
EBAR,Arlon-Sterpenich Ultralight Airfield,BE,Arlon
EBAS,Gravenwezel Heliport,BE,Schilde
EBAV,Avernas-le-Bauduin Ultralight Airfield,BE,Hannut
EBAW,Antwerp International Airport (Deurne),BE,Antwerp
EBBA,Baudour Heliport,BE,Douvrain
EBBE,Beauvechain Air Base,BE,Beauvechain
EBBH,Keysers Heliport,BE,Brecht
EBBM,Michelbeke Heliport,BE,Brakel
EBBN,Büllingen Airfield,BE,Büllingen
EBBR,Brussels Airport,BE,Zaventem
EBBT,Brasschaat Airfield,BE,Brasschaat
EBBV,Brecht/Vochten Heliport,BE,Brecht
EBBX,Jehonville Air Base,BE,Bertrix
EBBY,Baisy-Thy Ultralight Airfield,BE,Genappe
EBBZ,Buzet Aerodrome,BE,Pont-à-Celles
EBCF,Cerfontaine Airfield,BE,Cerfontaine
EBCI,Brussels South Charleroi Airport,BE,Charleroi
EBCV,Chièvres Air Base,BE,Chièvres
EBDI,Diksmuide Heliport,BE,Diksmuide
EBDT,Schaffen Airfield,BE,Diest
EBEN,Engels Heliport,BE,Ranst
EBEU,Antwerp University Hospital Heliport,BE,Edegem
EBFN,Koksijde Air Base,BE,Koksijde
EBGB,Grimbergen Airfield,BE,Grimbergen
EBGG,Overboelare Airfield,BE,Geraardsbergen
EBHN,Hoevenen Airfield,BE,Hoevenen
EBKH,Balen-Keiheuvel Airfield,BE,Balen
EBKT,Kortrijk-Wevelgem International Airport,BE,Wevelgem
EBLB,Elsenborn Air Base,BE,Bütgenbach
EBLE,Leopoldsburg Airfield,BE,Leopoldsburg
EBLG,Liège Airport,BE,Grâce-Hollogne
EBMB,Melsbroek Air Base,BE,Steenokkerzeel
EBNM,Namur-Suarlée Airfield,BE,Namur
EBOS,Ostend-Bruges International Airport,BE,Oostende
EBSG,Saint-Ghislain Airfield,BE,Saint Ghislain
EBSH,Saint Hubert Airfield,BE,Saint Hubert
EBSP,Spa-La Sauvenière Airfield,BE,Spa
EBTN,Goetsenhoven Airfield,BE,Tienen
EBTX,Theux (Verviers) Airfield,BE,Verviers
EBTY,Maubray Airfield,BE,Péruwelz
EBZH,Kiewit Airfield Hasselt,BE,Hasselt
EBZR,Oostmalle Airfield,BE,Zoersel
EBZW,Genk Zwartberg Airfield,BE,Genk
EDAB,Bautzen Airfield,DE,Kubschütz
EDAC,Leipzig–Altenburg Airport,DE,Nobitz
EDAD,Dessau Airfield,DE,Dessau-Roßlau
EDAE,Eisenhüttenstadt Airfield,DE,Siehdichum
EDAG,Großrückerswalde Airfield,DE,Großrückerswalde
EDAH,Heringsdorf Airport,DE,Zirchow
EDAI,Sonderlandeplatz Segeletz,DE,Neustadt
